Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;Assists;Touches
925;Eric García;ESP;DF;Barcelona;La Liga;22;2001;11;9;743;8.3;1;0.36;0.12;33.3;0.33;1;7;0;87.2
926;Francisco Garcia;ESP;DF;Rayo Vallecano;La Liga;23;1999;20;20;1787;19.9;0;0.9;0.3;33.3;0;0;29.2;0.1;66.5
927;Raúl García;ESP;FWMF;Athletic Club;La Liga;36;1986;20;4;565;6.3;1;4.92;0.79;16.1;0.03;0.2;16.1;0.32;40
928;Rubén García;ESP;MFFW;Osasuna;La Liga;29;1993;17;5;625;6.9;1;1.88;0.14;7.7;0.08;1;18;0.29;60.3
929;Unai García;ESP;DF;Osasuna;La Liga;31;1992;16;15;1271;14.1;0;0.28;0.07;25;0;0;13.3;0.07;50.5
930;Alejandro Garnacho;ESP;FW;Manchester Utd;Premier League;18;2004;11;3;328;3.6;1;3.33;1.39;41.7;0.08;0.2;15.8;0.56;50.8
931;James Garner;ENG;MF;Everton;Premier League;21;2001;6;0;142;1.6;0;1.25;0.63;50;0;0;22.4;0;61.9
932;Felix Garreta;ESP;DF;Betis;La Liga;18;2004;1;1;90;1;0;0;0;0;0;0;0;0;47
933;Sékou Gassama;SEN;FW;Valladolid;La Liga;27;1995;1;0;36;0.4;0;5;0;0;0;0;10.7;0;30
934;Johan Gastien;FRA;MF;Clermont Foot;Ligue 1;35;1988;18;18;1564;17.4;2;0.69;0.34;50;0.17;0.33;25.9;0.11;84.2
935;Federico Gatti;ITA;DF;Juventus;Serie A;24;1998;6;6;540;6;0;1;0.17;16.7;0;0;15.4;0;73.3
936;Gavi;ESP;MFFW;Barcelona;La Liga;18;2004;20;15;1268;14.1;1;0.92;0.21;23.1;0.08;0.33;16.2;0.14;57.3
937;Paulo Gazzaniga;ARG;GK;Girona;La Liga;31;1992;11;11;990;11;0;0;0;0;0;0;0;0;40.6
938;David de Gea;ESP;GK;Manchester Utd;Premier League;32;1990;22;22;1980;22;0;0;0;0;0;0;0;0;32.6
939;Dennis Geiger;GER;MF;Hoffenheim;Bundesliga;24;1998;17;17;1181;13.1;1;0.31;0.15;50;0.25;0.5;23.7;0.15;50.2
940;Joe Gelhardt;ENG;FW;Leeds United;Premier League;20;2002;15;1;212;2.4;0;4.17;0.83;20;0;0;23.5;0.83;47.9
941;Valentin Gendrey;FRA;DF;Lecce;Serie A;22;2000;22;20;1814;20.2;0;0.3;0;0;0;0;22.4;0;56
942;Denis Genreau;AUS;MFFW;Toulouse;Ligue 1;23;1999;8;0;95;1.1;0;0;0;0;0;0;0;0;61.8
943;Yannick Gerhardt;GER;MF;Wolfsburg;Bundesliga;28;1994;15;12;973;10.8;4;1.57;0.74;47.1;0.24;0.5;12.6;0.09;39.9
944;Valère Germain;FRA;FWMF;Montpellier;Ligue 1;32;1990;20;5;582;6.5;2;2.62;0.77;29.4;0.12;0.4;12.8;0;38.8
945;Gerson;BRA;MF;Marseille;Ligue 1;25;1997;10;6;417;4.6;2;1.96;1.3;66.7;0.22;0.33;15.8;0;53
946;Ismaël Gharbi;ESP;MFFW;Paris S-G;Ligue 1;18;2004;3;0;47;0.5;0;2;0;0;0;0;18.1;0;72
947;Paolo Ghiglione;ITA;DF;Cremonese;Serie A;26;1997;6;6;467;5.2;0;0.58;0;0;0;0;24.7;0.19;47.1
948;Saman Ghoddos;IRN;MFFW;Brentford;Premier League;29;1993;9;0;90;1;0;1;1;100;0;0;19.2;0;63
949;Faouzi Ghoulam;ALG;DF;Angers;Ligue 1;32;1991;1;0;25;0.3;0;0;0;0;0;0;0;0;76.7
950;Morgan Gibbs-White;ENG;FWMF;Wolves;Premier League;23;2000;2;2;180;2;0;1.5;0.5;33.3;0;0;11.5;0;59.5
951;Morgan Gibbs-White;ENG;MFFW;Nott'ham Forest;Premier League;23;2000;19;18;1556;17.3;2;2.14;0.58;27;0.05;0.2;18.8;0.23;46.5
952;Niko Gießelmann;GER;DF;Union Berlin;Bundesliga;31;1991;16;10;945;10.5;0;1.62;0.29;17.6;0;0;19.7;0.19;63.3
953;Samuel Gigot;FRA;DF;Marseille;Ligue 1;29;1993;17;16;1271;14.1;2;0.57;0.21;37.5;0.25;0.67;7.8;0.14;68.4
954;Rafa? Gikiewicz;POL;GK;Augsburg;Bundesliga;35;1987;16;16;1440;16;0;0;0;0;0;0;0;0;51.8
955;Óscar Gil;ESP;DF;Espanyol;La Liga;25;1997;16;15;1265;14.1;0;0.43;0.14;33.3;0;0;17.1;0.07;48.4
956;Mario Gila;ESP;DF;Lazio;Serie A;22;2000;4;0;90;1;0;0;0;0;0;0;0;0;71
957;Billy Gilmour;SCO;MF;Brighton;Premier League;21;2001;7;2;163;1.8;0;1.11;0;0;0;0;17.1;0;93.9
958;Álvaro Giménez;ESP;FW;Cádiz;La Liga;31;1991;1;0;17;0.2;0;0;0;0;0;0;0;0;25
959;Gvidas Gineitis;LTU;MF;Torino;Serie A;18;2004;1;1;45;0.5;0;0;0;0;0;0;0;0;64
960;Matthias Ginter;GER;DF;Freiburg;Bundesliga;29;1994;20;20;1800;20;3;0.5;0.3;60;0.3;0.5;13;0.05;66.6
961;Andrei Girotto;BRA;DFMF;Nantes;Ligue 1;30;1992;21;21;1872;20.8;1;0.77;0.1;12.5;0.06;0.5;18.4;0.05;64.5
962;Olivier Giroud;FRA;FW;Milan;Serie A;36;1986;20;16;1352;15;7;3.6;1.2;33.3;0.11;0.33;12.4;0.27;33.7
963;Serge Gnabry;GER;FWMF;Bayern Munich;Bundesliga;27;1995;20;13;1106;12.3;9;3.98;1.87;46.9;0.16;0.35;16.7;0.33;59.7
964;Degnand Gnonto;ITA;FWMF;Leeds United;Premier League;19;2003;10;8;716;8;2;1.63;0.75;46.2;0.15;0.33;18;0.13;46.9
965;Ben Godfrey;ENG;DF;Everton;Premier League;25;1998;4;3;211;2.3;0;1.3;0;0;0;0;8.1;0;47.4
966;Pierluigi Gollini;ITA;GK;Fiorentina;Serie A;27;1995;3;3;270;3;0;0;0;0;0;0;0;0;43.7
967;Aleksandr Golovin;RUS;MFFW;Monaco;Ligue 1;26;1996;22;18;1576;17.5;5;2.06;0.97;47.2;0.14;0.29;19.4;0.34;51
968;André Gomes;POR;MF;Lille;Ligue 1;29;1993;14;8;765;8.5;1;1.18;0.35;30;0.1;0.33;21.9;0;84.6
969;Angel Gomes;ENG;MF;Lille;Ligue 1;22;2000;21;21;1675;18.6;2;1.51;0.43;28.6;0.04;0.13;24.9;0.16;63.5
970;João Gomes;BRA;MF;Wolves;Premier League;22;2001;1;0;21;0.2;1;10;5;50;0.5;1;18.9;0;90
971;Toti Gomes;POR;DF;Wolves;Premier League;24;1999;7;3;310;3.4;0;0;0;0;0;0;0;0;63.2
972;Dani Gómez;ESP;MFFW;Espanyol;La Liga;24;1998;7;0;76;0.8;0;0;0;0;0;0;0;0;30
973;Joe Gomez;ENG;DF;Liverpool;Premier League;25;1997;17;11;1106;12.3;0;0.24;0;0;0;0;20.3;0;93.7
974;Maxi Gómez;URU;FW;Valencia;La Liga;26;1996;3;0;108;1.2;0;2.5;0;0;0;0;18.9;0;22.5
975;Moi Gómez;ESP;MFFW;Osasuna;La Liga;28;1994;20;20;1641;18.2;1;0.6;0.22;36.4;0.09;0.25;21.5;0.11;60.4
976;Papu Gómez;ARG;MFFW;Sevilla;La Liga;34;1988;13;6;670;7.4;0;2.16;0.81;37.5;0;0;22.1;0.14;60
977;Sergi Gómez;ESP;DF;Espanyol;La Liga;30;1992;14;12;1127;12.5;0;0.16;0;0;0;0;7.8;0;53.4
978;Sergio Gómez;ESP;DFMF;Manchester City;Premier League;22;2000;5;0;111;1.2;0;1.67;0;0;0;0;17.6;0.83;85.8
979;Maxime Gonalons;FRA;MF;Clermont Foot;Ligue 1;33;1989;11;8;547;6.1;1;0.49;0.16;33.3;0.33;1;19.7;0;62.6
980;Diego González;ESP;DF;Elche;La Liga;28;1995;11;6;726;8.1;0;0.62;0;0;0;0;13.4;0;47.8
981;Édgar González;ESP;DF;Betis;La Liga;25;1997;16;12;1145;12.7;0;0.39;0.08;20;0;0;8.6;0;57.5
982;Giovanni González;URU;DF;Mallorca;La Liga;28;1994;8;5;521;5.8;0;0.69;0;0;0;0;19;0.34;48.8
983;Joan Gonzàlez;ESP;MF;Lecce;Serie A;21;2002;22;19;1598;17.8;1;0.79;0.17;21.4;0.07;0.33;15.7;0.17;43
984;Nicolás González;ARG;FWMF;Fiorentina;Serie A;24;1998;11;4;450;5;3;3.8;1.4;36.8;0.11;0.29;16.9;0.2;52.8
985;Nicolás González;ESP;MF;Valencia;La Liga;21;2002;13;6;595;6.6;1;1.36;0.3;22.2;0.11;0.5;16.6;0;72.3
986;Oumar Gonzalez;CMR;DF;Ajaccio;Ligue 1;24;1998;18;18;1576;17.5;0;0.4;0.06;14.3;0;0;11.8;0;48.3
987;Roberto González;ESP;FWMF;Betis;La Liga;22;2001;2;0;54;0.6;0;0;0;0;0;0;0;0;58.3
988;Jacek Góralski;POL;MF;Bochum;Bundesliga;30;1992;3;2;142;1.6;0;0;0;0;0;0;0;0;34.4
989;Anthony Gordon;ENG;MFFW;Newcastle Utd;Premier League;21;2001;2;0;77;0.9;0;3.33;0;0;0;0;17;0;50
990;Anthony Gordon;ENG;FW;Everton;Premier League;21;2001;16;12;1095;12.2;3;2.13;1.31;61.5;0.12;0.19;16.6;0;38
991;Leon Goretzka;GER;MF;Bayern Munich;Bundesliga;28;1995;15;13;1016;11.3;3;2.48;0.62;25;0.11;0.43;17;0.09;64.3
992;Andoni Gorosabel;ESP;DF;Real Sociedad;La Liga;26;1996;13;8;738;8.2;0;0.73;0;0;0;0;23.4;0;65.1
993;Robin Gosens;GER;DF;Inter;Serie A;28;1994;18;1;363;4;1;1.5;0.25;16.7;0.17;1;11.1;0;70.3
994;Mario Götze;GER;MF;Eint Frankfurt;Bundesliga;30;1992;19;19;1603;17.8;2;0.96;0.34;35.3;0.12;0.33;18.6;0.06;59.7
995;Amine Gouiri;FRA;FWMF;Nice;Ligue 1;22;2000;3;3;226;2.5;0;2;0.8;40;0;0;12.5;0;39.6
996;Amine Gouiri;FRA;FW;Rennes;Ligue 1;22;2000;17;17;1356;15.1;9;2.85;1.46;51.2;0.21;0.41;13.5;0.07;34.7
997;Jeffrey Gouweleeuw;NED;DF;Augsburg;Bundesliga;31;1991;19;19;1646;18.3;0;0.55;0.16;30;0;0;16.4;0;57.5
998;Jonathan Gradit;FRA;DF;Lens;Ligue 1;30;1992;17;17;1412;15.7;1;0.19;0.06;33.3;0.33;1;12.5;0.13;78.6
999;José Gragera;ESP;MF;Espanyol;La Liga;22;2000;1;0;31;0.3;0;0;0;0;0;0;0;0;70
1000;Alberto Grassi;ITA;MF;Empoli;Serie A;27;1995;11;6;469;5.2;0;0.77;0.19;25;0;0;19.7;0;57.3
1001;Ryan Gravenberch;NED;MF;Bayern Munich;Bundesliga;20;2002;12;0;251;2.8;0;2.5;0.36;14.3;0;0;19.2;0;74.3
1002;Andrew Gravillon;GLP;DF;Torino;Serie A;25;1998;1;0;11;0.1;0;0;0;0;0;0;0;0;100
1003;Andrew Gravillon;GLP;DF;Reims;Ligue 1;25;1998;13;12;1038;11.5;0;0.7;0.09;12.5;0;0;18.3;0;49.2
1004;Demarai Gray;ENG;FWMF;Everton;Premier League;26;1996;20;19;1679;18.7;3;1.93;0.75;38.9;0.06;0.14;20.1;0.05;45.5
1005;Adrian Grbi?;AUT;MFFW;Lorient;Ligue 1;26;1996;2;0;25;0.3;0;10;0;0;0;0;28.5;0;36.7
1006;Ivo Grbi?;CRO;GK;Atlético Madrid;La Liga;27;1996;4;2;208;2.3;0;0;0;0;0;0;0;0;41.7
1007;Jack Grealish;ENG;FW;Manchester City;Premier League;27;1995;15;11;1040;11.6;2;1.64;0.34;21.1;0.11;0.5;13.6;0.26;58.5
1008;Sam Greenwood;ENG;MFFW;Leeds United;Premier League;21;2002;12;2;318;3.5;1;3.14;0.57;18.2;0.09;0.5;24.3;0.57;55.7
1009;Michael Gregoritsch;AUT;FW;Freiburg;Bundesliga;28;1994;20;19;1445;16.1;7;3.04;1.74;57.1;0.14;0.25;13.5;0.19;33
1010;Leo Greiml;AUT;DF;Schalke 04;Bundesliga;21;2001;4;2;222;2.5;0;0.4;0.4;100;0;0;10.8;0;58
1011;Clément Grenier;FRA;MF;Mallorca;La Liga;32;1991;14;6;598;6.6;0;0.45;0.3;66.7;0;0;23.1;0;54.1
1012;Antoine Griezmann;FRA;FWMF;Atlético Madrid;La Liga;31;1991;20;13;1266;14.1;6;3.55;1.49;42;0.12;0.29;19.1;0.43;61.6
1013;Vincenzo Grifo;ITA;FWMF;Freiburg;Bundesliga;29;1993;19;16;1289;14.3;11;2.17;0.91;41.9;0.16;0.38;22.9;0.21;60.6
1014;Lennart Grill;GER;GK;Union Berlin;Bundesliga;24;1999;4;4;360;4;0;0;0;0;0;0;0;0;45
1015;Christian Groß;GER;MF;Werder Bremen;Bundesliga;34;1989;17;15;1198;13.3;1;0.23;0.08;33.3;0.33;1;28.1;0;49.2
1016;Pascal Groß;GER;MFDF;Brighton;Premier League;31;1991;21;21;1821;20.2;6;1.04;0.5;47.6;0.29;0.6;16;0.15;68.9
1017;Brajan Gruda;GER;MF;Mainz 05;Bundesliga;18;2004;2;0;4;0;0;0;0;0;0;0;0;0;8
1018;Ilia Gruev;BUL;MF;Werder Bremen;Bundesliga;22;2000;18;11;960;10.7;0;0.19;0.09;50;0;0;19.7;0;54.7
1019;Carlos Gruezo;ECU;MF;Augsburg;Bundesliga;27;1995;13;12;961;10.7;0;0.19;0;0;0;0;32.1;0;33.6
1020;Vicente Guaita;ESP;GK;Crystal Palace;Premier League;36;1987;22;22;1980;22;0;0;0;0;0;0;0;0;34
1021;Andrés Guardado;MEX;MFFW;Betis;La Liga;36;1986;14;8;691;7.7;1;0.39;0.26;66.7;0.33;0.5;18.2;0;61.2
1022;Sergi Guardiola;ESP;FW;Valladolid;La Liga;31;1991;14;8;502;5.6;0;1.96;0.54;27.3;0;0;17.7;0;34.1
1023;Sergi Guardiola;ESP;FW;Cádiz;La Liga;31;1991;2;1;96;1.1;1;5.45;1.82;33.3;0.17;0.5;16.5;0;43.6
1024;Nemanja Gudelj;SRB;DFMF;Sevilla;La Liga;31;1991;19;18;1604;17.8;2;1.29;0.34;26.1;0.09;0.33;24.8;0;65.4
1025;Gabriel Gudmundsson;SWE;FWDF;Lille;Ligue 1;23;1999;5;1;109;1.2;0;0.83;0;0;0;0;25.1;0;45
1026;Gonçalo Guedes;POR;FWMF;Wolves;Premier League;26;1996;13;8;707;7.9;1;2.41;0.76;31.6;0.05;0.17;18.4;0.13;35.4
1027;Axel Gueguin;FRA;FWMF;Montpellier;Ligue 1;17;2005;2;0;14;0.2;0;0;0;0;0;0;0;0;55
1028;Marc Guéhi;ENG;DF;Crystal Palace;Premier League;22;2000;21;21;1890;21;0;0.33;0.19;57.1;0;0;9.1;0;67.3
1029;Mattéo Guendouzi;FRA;MF;Marseille;Ligue 1;23;1999;21;17;1462;16.2;1;1.3;0.25;19;0.05;0.25;16;0.19;61.9
1030;Raphaël Guerreiro;POR;DF;Dortmund;Bundesliga;29;1993;16;16;1390;15.4;1;0.97;0.39;40;0.07;0.17;22.7;0.39;76
1031;Evann Guessand;FRA;FWMF;Nantes;Ligue 1;21;2001;21;12;949;10.5;2;1.43;0.76;53.3;0.13;0.25;9.6;0.19;36
1032;Ander Guevara;ESP;MF;Real Sociedad;La Liga;25;1997;5;1;135;1.5;0;0.67;0;0;0;0;23.7;0;88
1033;Pape Gueye;SEN;MF;Sevilla;La Liga;24;1999;2;2;172;1.9;0;2.11;0;0;0;0;15.4;0.53;49.5
1034;Pape Gueye;SEN;MFDF;Marseille;Ligue 1;24;1999;14;4;492;5.5;1;1.45;0.73;50;0.13;0.25;16.8;0.18;70.5
1035;Josuha Guilavogui;FRA;MFDF;Wolfsburg;Bundesliga;32;1990;13;4;524;5.8;1;0.52;0.17;33.3;0.33;1;14.5;0;55.9
1036;Frederic Guilbert;FRA;DF;Strasbourg;Ligue 1;28;1994;3;2;173;1.9;0;0;0;0;0;0;0;0;71.6
1037;Hugo Guillamón;ESP;MF;Valencia;La Liga;23;2000;17;14;1140;12.7;1;0.16;0.08;50;0;0;26.1;0.31;66
1038;Bruno Guimarães;BRA;MF;Newcastle Utd;Premier League;25;1997;17;17;1397;15.5;3;0.9;0.32;35.7;0.21;0.6;22.1;0.19;67
1039;Sehrou Guirassy;GUI;MF;Rennes;Ligue 1;26;1996;1;0;23;0.3;0;6.67;3.33;50;0;0;10.5;0;43.3
1040;Sehrou Guirassy;GUI;FW;Stuttgart;Bundesliga;26;1996;13;12;976;10.8;6;2.59;0.93;35.7;0.18;0.5;16.5;0;36.1
1041;Rafik Guitane;FRA;FW;Reims;Ligue 1;23;1999;1;0;3;0;0;0;0;0;0;0;0;0;3
1042;Péter Gulácsi;HUN;GK;RB Leipzig;Bundesliga;32;1990;6;6;540;6;0;0;0;0;0;0;0;0;37.5
1043;Manuel Gulde;GER;DFFW;Freiburg;Bundesliga;32;1991;7;2;141;1.6;0;0;0;0;0;0;0;0;61.3
1044;Gerard Gumbau;ESP;MF;Elche;La Liga;28;1994;18;14;1261;14;0;1;0.21;21.4;0;0;27.1;0.21;54.7
1045;Robert Gumny;POL;DF;Augsburg;Bundesliga;24;1998;16;14;1286;14.3;1;0.35;0.21;60;0.2;0.33;9.2;0.07;47.3
1046;Ýlkay Gündoðan;GER;MF;Manchester City;Premier League;32;1990;18;14;1252;13.9;2;2.23;0.58;25.8;0.06;0.25;18.5;0.14;67.2
1047;Christian Günter;GER;DFMF;Freiburg;Bundesliga;29;1993;20;20;1765;19.6;0;1.07;0.31;28.6;0;0;21.6;0.1;50.9
1048;Koray Günter;GER;DF;Hellas Verona;Serie A;28;1994;13;11;1003;11.1;1;0.81;0.09;11.1;0.11;1;14.2;0;50.2
1049;Gorka Guruzeta;ESP;FWMF;Athletic Club;La Liga;26;1996;14;5;525;5.8;5;3.97;1.72;43.5;0.22;0.5;14.1;0;34.5
1050;Malo Gusto;FRA;DF;Lyon;Ligue 1;19;2003;17;17;1442;16;0;0.38;0.13;33.3;0;0;22;0.06;92.3
1051;Raúl Guti;ESP;MF;Elche;La Liga;26;1996;15;9;763;8.5;0;0.94;0.47;50;0;0;19;0;38.9
1052;Miguel Gutiérrez;ESP;DF;Girona;La Liga;21;2001;20;18;1528;17;0;0.65;0.06;9.1;0;0;19.1;0.12;58.5
1053;Joško Gvardiol;CRO;DF;RB Leipzig;Bundesliga;21;2002;18;13;1216;13.5;0;0.44;0.15;33.3;0;0;14.8;0;95
1054;Darko Gyabi;ENG;FW;Leeds United;Premier League;18;2004;1;0;8;0.1;0;10;0;0;0;0;17.8;0;80
1055;Emmanuel Gyasi;GHA;FWDF;Spezia;Serie A;29;1994;19;19;1539;17.1;1;1.29;0.47;36.4;0.05;0.13;14.3;0;34.2
1056;Norbert Gyömbér;SVK;DF;Salernitana;Serie A;30;1992;14;11;803;8.9;0;0.22;0;0;0;0;14.6;0;53.4
1057;Christian Gytkjær;DEN;FW;Monza;Serie A;32;1990;14;2;413;4.6;1;2.39;1.09;45.5;0.09;0.2;11.9;0;23.9
1058;Erling Haaland;NOR;FW;Manchester City;Premier League;22;2000;20;19;1636;18.2;25;3.85;1.98;51.4;0.3;0.58;12.6;0.16;24.2
1059;Nicolas Haas;SUI;MF;Empoli;Serie A;27;1996;15;9;841;9.3;1;0.65;0.32;50;0.17;0.33;15.5;0;41.9
1060;Janik Haberer;GER;MF;Union Berlin;Bundesliga;28;1994;18;18;1253;13.9;5;1.58;0.72;45.5;0.23;0.5;17.8;0.07;38.1
1061;Alexander Hack;GER;DF;Mainz 05;Bundesliga;29;1993;16;14;1090;12.1;0;0.25;0;0;0;0;12.7;0;58.9
1062;Munir El Haddadi;MAR;MFFW;Getafe;La Liga;27;1995;12;0;313;3.5;1;2.57;0.29;11.1;0.11;1;21.7;0;49.7
1063;Jaouen Hadjam;FRA;DF;Nantes;Ligue 1;19;2003;3;2;191;2.1;0;0.48;0;0;0;0;32.8;0;71
1064;André Hahn;GER;FWMF;Augsburg;Bundesliga;32;1990;7;4;391;4.3;2;1.63;0.47;28.6;0.29;1;21.4;0;36.3
1065;Amadou Haidara;MLI;MF;RB Leipzig;Bundesliga;25;1998;18;5;617;6.9;1;1.45;0.29;20;0.1;0.5;22.5;0.14;63.3
1066;Massadio Haïdara;MLI;DFMF;Lens;Ligue 1;30;1992;20;12;1066;11.8;0;0.42;0;0;0;0;11.4;0;69.4
1067;Achraf Hakimi;MAR;DFMF;Paris S-G;Ligue 1;24;1998;21;16;1508;16.8;4;0.83;0.42;50;0.29;0.57;15.5;0.18;72.1
1068;Lewis Hall;ENG;DFMF;Chelsea;Premier League;18;2004;5;4;304;3.4;0;1.47;0.59;40;0;0;13.3;0;74.7
1069;Sébastien Haller;CIV;FW;Dortmund;Bundesliga;28;1994;5;2;240;2.7;1;1.48;0.74;50;0.25;0.5;9.4;0.37;41.1
1070;Marcel Halstenberg;GER;DF;RB Leipzig;Bundesliga;31;1991;17;10;977;10.9;1;0.46;0.18;40;0.2;0.5;13.1;0.09;78.6
1071;Mathis Hamdi;FRA;DF;Troyes;Ligue 1;19;2003;1;0;7;0.1;0;0;0;0;0;0;0;0;50
1072;Romain Hamouma;FRA;FWMF;Ajaccio;Ligue 1;35;1987;12;8;623;6.9;2;1.59;0.43;27.3;0.18;0.67;16.2;0.14;42.6
1073;Andreas Hanche-Olsen;NOR;DF;Mainz 05;Bundesliga;26;1997;4;4;360;4;0;0.5;0.25;50;0;0;12.4;0.25;60.3
1074;Samir Handanovi?;SVN;GK;Inter;Serie A;38;1984;8;8;720;8;0;0;0;0;0;0;0;0;41.4
1075;Genki Haraguchi;JPN;MF;Stuttgart;Bundesliga;31;1991;2;2;180;2;0;1;0;0;0;0;30.9;0;50
1076;Genki Haraguchi;JPN;MF;Union Berlin;Bundesliga;31;1991;11;6;498;5.5;0;1.09;0.18;16.7;0;0;21.4;0;39.1
1077;Amine Harit;MAR;MFFW;Marseille;Ligue 1;25;1997;10;6;515;5.7;0;1.05;0.53;50;0;0;18.7;0;59.8
1078;Luke Harris;WAL;MFFW;Fulham;Premier League;17;2005;3;0;13;0.1;0;0;0;0;0;0;0;0;140
1079;Jack Harrison;ENG;FWMF;Leeds United;Premier League;26;1996;19;17;1328;14.8;1;1.22;0.47;38.9;0.06;0.14;18.5;0.27;53.9
1080;Abdou Harroui;NED;MF;Sassuolo;Serie A;25;1998;13;2;295;3.3;1;2.73;0.91;33.3;0.11;0.33;25.3;0;51.8
1081;Makoto Hasebe;JPN;DF;Eint Frankfurt;Bundesliga;39;1984;6;4;387;4.3;0;0;0;0;0;0;0;0;66.5
1082;Hans Hateboer;NED;DF;Atalanta;Serie A;29;1994;17;17;1397;15.5;1;0.77;0.26;33.3;0.08;0.25;10.7;0.06;53.1
1083;Kai Havertz;GER;FWMF;Chelsea;Premier League;23;1999;21;19;1591;17.7;5;2.32;0.96;41.5;0.12;0.29;11.7;0.06;43.2
1084;Eden Hazard;BEL;FW;Real Madrid;La Liga;32;1991;3;1;99;1.1;0;0.91;0;0;0;0;29.4;0;70.9
1085;Thorgan Hazard;BEL;FWDF;Dortmund;Bundesliga;29;1993;14;2;464;5.2;0;1.54;0.58;37.5;0;0;14.2;0;74.2
1086;Rhys Healey;WAL;FW;Toulouse;Ligue 1;28;1994;3;0;60;0.7;1;5.71;2.86;50;0.25;0.5;12.8;0;31.4
1087;Jan Paul van Hecke;NED;DF;Brighton;Premier League;22;2000;2;1;80;0.9;0;2.22;0;0;0;0;16.3;0;120
1088;Jonas Hector;GER;DF;Köln;Bundesliga;32;1990;17;17;1474;16.4;0;0.73;0.06;8.3;0;0;17.5;0.06;68.3
1089;Hwang Hee-chan;KOR;FW;Wolves;Premier League;27;1996;17;9;690;7.7;0;0.78;0.39;50;0;0;20.3;0.13;33
1090;Gauthier Hein;FRA;MFFW;Auxerre;Ligue 1;26;1996;19;10;871;9.7;1;1.55;0.41;26.7;0.07;0.25;18;0;49.4
1091;Dominique Heintz;GER;DF;Bochum;Bundesliga;29;1993;4;4;341;3.8;0;0.26;0;0;0;0;8.5;0;39.5
1092;Dean Henderson;ENG;GK;Nott'ham Forest;Premier League;25;1997;18;18;1620;18;0;0;0;0;0;0;0;0;39.7
1093;Jordan Henderson;ENG;MF;Liverpool;Premier League;32;1990;17;10;919;10.2;0;1.18;0.29;25;0;0;23.1;0;80.9
1094;Liam Henderson;SCO;MF;Empoli;Serie A;26;1996;15;8;687;7.6;0;0.92;0.53;57.1;0;0;20.9;0.13;53.4
1095;Jack Hendry;SCO;DF;Cremonese;Serie A;27;1995;4;2;220;2.4;0;0;0;0;0;0;0;0;61.7
1096;Wayne Hennessey;WAL;GK;Nott'ham Forest;Premier League;36;1987;2;2;180;2;0;0;0;0;0;0;0;0;32
1097;Benjamin Henrichs;GER;DFMF;RB Leipzig;Bundesliga;25;1997;18;14;1324;14.7;2;1.22;0.2;16.7;0.11;0.67;21.4;0.07;74.4
1098;Henrique;BRA;DF;Lyon;Ligue 1;28;1994;3;1;130;1.4;0;0.71;0;0;0;0;27.6;0;69.3
1099;Luiz Henrique;BRA;FW;Betis;La Liga;22;2001;19;14;1160;12.9;1;2.33;0.85;36.7;0.03;0.09;20.1;0.08;40.2
1100;Matheus Henrique;BRA;MF;Sassuolo;Serie A;25;1997;13;6;687;7.6;1;1.18;0.79;66.7;0.11;0.17;17.9;0;55.3
1101;Rico Henry;ENG;DF;Brentford;Premier League;25;1997;21;21;1885;20.9;0;0.48;0.1;20;0;0;18.8;0.1;42.1
1102;Thomas Henry;FRA;FW;Hellas Verona;Serie A;28;1994;16;13;1029;11.4;2;1.58;0.44;27.8;0.11;0.4;17.4;0;32.8
1103;Christophe Hérelle;MTQ;DF;Brest;Ligue 1;30;1992;12;10;893;9.9;0;0.1;0;0;0;0;30.2;0;44.2
1104;Mario Hermoso;ESP;DF;Atlético Madrid;La Liga;27;1995;8;6;532;5.9;2;1.19;0.68;57.1;0.29;0.5;16.4;0;69.8
1105;Aridane Hernández;EQG;DF;Osasuna;La Liga;33;1989;7;6;504;5.6;0;0;0;0;0;0;0;0;56.4
1106;Lucas Hernández;FRA;DF;Bayern Munich;Bundesliga;26;1996;7;6;476;5.3;0;0;0;0;0;0;0;0;76.8
1107;Luis Hernández;ESP;DF;Cádiz;La Liga;33;1989;19;19;1709;19;0;0.26;0.05;20;0;0;12.6;0;51.6
1108;Mario Hernández;ESP;FW;Rayo Vallecano;La Liga;24;1999;1;0;1;0;0;2;0;0;0;0;27.9;0;3
1109;Theo Hernández;FRA;DF;Milan;Serie A;25;1997;19;19;1649;18.3;2;1.91;0.33;17.1;0.03;0.17;23.7;0.16;61.8
1110;Ander Herrera;ESP;MF;Athletic Club;La Liga;33;1989;8;4;307;3.4;0;1.18;0.29;25;0;0;20.5;0.29;68.5
1111;Sergio Herrera;ESP;GK;Osasuna;La Liga;29;1993;10;10;900;10;0;0;0;0;0;0;0;0;37.7
1112;Yangel Herrera;VEN;MFFW;Girona;La Liga;25;1998;16;10;776;8.6;2;2.21;0.93;42.1;0.11;0.25;16.6;0.23;50.8
1113;Patrick Herrmann;GER;FWMF;M'Gladbach;Bundesliga;32;1991;15;0;146;1.6;1;3.75;1.25;33.3;0.17;0.5;19.7;0;69.4
1114;Son Heung-min;KOR;MFFW;Tottenham;Premier League;30;1992;21;20;1728;19.2;4;2.66;1.3;49;0.08;0.16;18.9;0.16;39.9
